application_id,job_id,candidate_id,selected,match_score,application_date
APP0060618,JOB0119518,CAND0092066,0,0.29,2025-08-07
APP0145532,JOB0092972,CAND0147457,0,0.23,2025-05-28
APP0039871,JOB0070042,CAND0040593,1,0.382,2025-07-02
APP0070189,JOB0036079,CAND0120894,0,0.41,2025-05-07
APP0183696,JOB0116036,CAND0082684,0,0.14,2025-06-13
APP0027122,JOB0051461,CAND0141315,0,0.26,2025-07-22
APP0125263,JOB0024308,CAND0013790,0,0.185,2025-08-22
APP0135460,JOB0035199,CAND0172219,0,0.32,2025-05-08
APP0104843,JOB0109743,CAND0197917,0,0.14,2025-10-01
APP0180141,JOB0071802,CAND0180694,1,0.66,2025-09-10
APP0180734,JOB0000478,CAND0129856,0,0.38,2025-05-06
APP0155855,JOB0142423,CAND0155565,0,0.14,2025-08-08
APP0040434,JOB0009845,CAND0082071,0,0.52,2025-05-24
APP0123010,JOB0089487,CAND0177119,0,0.14,2025-03-05
APP0061329,JOB0134877,CAND0173515,1,0.35,2025-06-25
APP0177024,JOB0117140,CAND0110517,0,0.29,2025-11-11
APP0051113,JOB0110181,CAND0199865,1,0.45,2025-05-30
APP0147602,JOB0011323,CAND0161652,1,0.38,2026-01-25
APP0073575,JOB0019009,CAND0098001,1,0.41,2025-07-24
APP0058212,JOB0051151,CAND0013520,0,0.2,2025-05-31
APP0036449,JOB0090236,CAND0139946,0,0.41,2026-02-03
APP0150084,JOB0004220,CAND0185506,1,0.26,2025-09-19
APP0194565,JOB0080665,CAND0189068,0,0.29,2025-04-25
APP0167687,JOB0034596,CAND0151080,1,0.32,2025-05-04
APP0041800,JOB0014617,CAND0124965,0,0.23,2025-08-09
APP0152823,JOB0032065,CAND0033643,0,0.27,2025-09-14
APP0074870,JOB0103721,CAND0176901,0,0.14,2025-06-20
APP0176120,JOB0061972,CAND0032548,0,0.41,2025-10-12
APP0011763,JOB0123783,CAND0148500,0,0.14,2025-03-03
APP0092007,JOB0099265,CAND0173266,1,0.29,2025-10-08
APP0110069,JOB0003716,CAND0197454,0,0.14,2025-10-20
APP0010169,JOB0017835,CAND0081115,0,0.523,2025-11-21
APP0147496,JOB0130966,CAND0166709,0,0.54,2025-11-01
APP0131724,JOB0006628,CAND0198829,0,0.35,2025-07-12
APP0014257,JOB0135006,CAND0035766,0,0.283,2025-12-09
APP0084618,JOB0122526,CAND0167782,0,0.14,2025-11-18
APP0073882,JOB0004337,CAND0186765,0,0.14,2025-03-12
APP0141082,JOB0044488,CAND0199584,0,0.35,2025-10-04
APP0025732,JOB0111479,CAND0004093,0,0.46,2025-10-11
APP0102419,JOB0066822,CAND0084802,0,0.376,2026-01-24
APP0150326,JOB0010502,CAND0084484,1,0.14,2025-03-03
APP0025547,JOB0005249,CAND0027703,0,0.37,2025-12-16
APP0096895,JOB0055931,CAND0146284,0,0.26,2026-01-17
APP0149901,JOB0070104,CAND0172614,0,0.14,2025-02-24
APP0190335,JOB0078824,CAND0108945,0,0.23,2025-11-30
APP0075181,JOB0116123,CAND0184016,1,0.32,2025-07-06
APP0040912,JOB0075620,CAND0158877,0,0.271,2025-03-10
APP0129984,JOB0029350,CAND0033829,0,0.14,2025-05-25
APP0191988,JOB0136490,CAND0193150,0,0.14,2026-01-30
APP0175770,JOB0090532,CAND0015846,0,0.41,2026-01-03
APP0042503,JOB0010489,CAND0010010,0,0.14,2025-06-17
APP0161743,JOB0145013,CAND0188064,0,0.35,2025-09-26
APP0155458,JOB0024153,CAND0194884,0,0.32,2025-12-09
APP0178027,JOB0105429,CAND0008817,1,0.35,2025-06-13
APP0140558,JOB0048532,CAND0144083,0,0.17,2025-09-04
APP0179090,JOB0104116,CAND0181432,0,0.26,2025-09-28
APP0199007,JOB0031198,CAND0037755,1,0.32,2025-03-31
APP0093082,JOB0133562,CAND0002079,0,0.35,2025-04-27
APP0172162,JOB0016714,CAND0082305,0,0.29,2025-04-10
APP0025775,JOB0020116,CAND0020096,1,0.211,2025-11-25
APP0095061,JOB0071271,CAND0028156,0,0.242,2025-06-09
APP0025194,JOB0005202,CAND0159076,0,0.23,2025-05-15
APP0073629,JOB0113204,CAND0030271,0,0.14,2025-06-03
APP0097007,JOB0052264,CAND0048516,0,0.583,2025-11-07
APP0167243,JOB0061546,CAND0175240,0,0.14,2025-08-15
APP0047770,JOB0127866,CAND0063729,0,0.14,2025-08-24
APP0147886,JOB0121929,CAND0116401,0,0.14,2025-06-17
APP0107688,JOB0014089,CAND0007155,0,0.26,2025-10-23
APP0048745,JOB0105491,CAND0097531,0,0.14,2026-02-06
APP0195640,JOB0129904,CAND0152072,1,0.35,2026-01-09
APP0169737,JOB0015337,CAND0076883,0,0.29,2025-04-01
APP0101274,JOB0105652,CAND0050228,0,0.38,2025-09-30
APP0170597,JOB0018159,CAND0155380,0,0.211,2025-07-19
APP0085308,JOB0105643,CAND0094062,1,0.41,2025-06-18
APP0025278,JOB0126643,CAND0097586,1,0.63,2026-01-13
APP0132624,JOB0049663,CAND0036001,1,0.32,2025-07-12
APP0171408,JOB0051618,CAND0060957,0,0.38,2025-04-28
APP0016315,JOB0106756,CAND0135367,0,0.34,2025-11-22
APP0172949,JOB0093650,CAND0187835,1,0.17,2025-11-08
APP0087553,JOB0128836,CAND0098783,0,0.38,2025-10-10
APP0072408,JOB0029774,CAND0068487,0,0.14,2025-07-20
APP0098228,JOB0127371,CAND0013682,0,0.14,2025-03-24
APP0151301,JOB0043375,CAND0071497,0,0.44,2025-05-06
APP0123885,JOB0029834,CAND0060759,0,0.23,2025-05-20
APP0129188,JOB0044837,CAND0185618,0,0.38,2025-09-13
APP0137487,JOB0013857,CAND0145837,0,0.29,2026-01-04
APP0102471,JOB0062831,CAND0161743,0,0.35,2025-09-15
APP0147608,JOB0131518,CAND0090968,0,0.26,2025-10-01
APP0082304,JOB0009820,CAND0083186,0,0.26,2025-12-13
APP0171545,JOB0031826,CAND0034693,0,0.41,2025-10-09
APP0136832,JOB0089418,CAND0033023,0,0.41,2025-11-04
APP0030964,JOB0066274,CAND0038974,0,0.38,2025-09-05
APP0079339,JOB0076024,CAND0058488,0,0.32,2025-08-22
APP0150065,JOB0144184,CAND0044389,1,0.39,2025-09-04
APP0138849,JOB0073325,CAND0094699,0,0.38,2025-12-23
APP0142686,JOB0021632,CAND0155393,0,0.32,2025-05-10
APP0197899,JOB0012792,CAND0011889,0,0.445,2025-10-26
APP0062467,JOB0022539,CAND0072496,0,0.14,2025-07-27
APP0110217,JOB0136419,CAND0150276,1,0.41,2025-05-09
APP0186217,JOB0038717,CAND0168908,1,0.493,2025-02-17
APP0139038,JOB0041028,CAND0156221,1,0.29,2025-04-14
APP0052181,JOB0084341,CAND0157354,0,0.26,2025-02-25
APP0071382,JOB0078974,CAND0071683,1,0.29,2025-11-13
APP0142468,JOB0096750,CAND0170991,0,0.14,2025-06-13
APP0044728,JOB0119677,CAND0147273,0,0.14,2025-11-25
APP0111085,JOB0125507,CAND0014186,1,0.38,2025-09-04
APP0081427,JOB0105067,CAND0056507,0,0.322,2026-01-29
APP0053333,JOB0138733,CAND0025254,1,0.29,2025-10-06
APP0069869,JOB0068919,CAND0124342,0,0.14,2025-08-29
APP0127825,JOB0054873,CAND0165481,0,0.14,2025-07-01
APP0109623,JOB0039791,CAND0179481,0,0.24,2025-06-15
APP0168824,JOB0059852,CAND0043445,0,0.501,2025-03-20
APP0176222,JOB0076805,CAND0079965,0,0.45,2025-03-04
APP0132752,JOB0050313,CAND0086287,0,0.471,2025-07-09
APP0139468,JOB0040357,CAND0077121,0,0.17,2025-04-02
APP0128243,JOB0123603,CAND0096787,0,0.14,2025-08-11
APP0082574,JOB0065726,CAND0158320,0,0.41,2025-06-30
APP0126484,JOB0055903,CAND0070522,0,0.487,2025-08-09
APP0134502,JOB0052264,CAND0070023,0,0.14,2025-02-14
APP0185080,JOB0121529,CAND0142018,1,0.44,2025-06-19
APP0049670,JOB0003529,CAND0030265,0,0.14,2025-03-01
APP0196026,JOB0051932,CAND0001140,0,0.35,2025-10-06
APP0038914,JOB0141650,CAND0187147,0,0.517,2025-04-10
APP0022429,JOB0052089,CAND0147021,0,0.32,2025-10-06
APP0055321,JOB0059697,CAND0128550,0,0.14,2025-08-31
APP0071600,JOB0031508,CAND0155740,0,0.14,2025-09-22
APP0189311,JOB0109181,CAND0115458,1,0.707,2025-09-22
APP0187040,JOB0040463,CAND0064749,1,0.44,2025-07-10
APP0118112,JOB0106846,CAND0194641,0,0.265,2026-02-02
APP0112729,JOB0138590,CAND0165944,1,0.38,2026-01-26
APP0167101,JOB0146993,CAND0020321,1,0.2,2025-12-24
APP0024902,JOB0077318,CAND0112037,0,0.38,2025-03-05
APP0102105,JOB0131801,CAND0181323,0,0.41,2026-01-10
APP0111282,JOB0141005,CAND0145366,0,0.26,2025-04-12
APP0119440,JOB0009824,CAND0142001,0,0.32,2025-06-27
APP0175345,JOB0058441,CAND0022588,0,0.403,2025-12-02
APP0135560,JOB0149960,CAND0107631,0,0.2,2025-03-12
APP0109610,JOB0049033,CAND0119500,0,0.17,2026-01-09
APP0108585,JOB0075797,CAND0184332,0,0.535,2025-08-04
APP0120147,JOB0097030,CAND0026664,0,0.14,2025-08-07
APP0171847,JOB0090133,CAND0017457,0,0.41,2025-10-28
APP0108149,JOB0108874,CAND0198712,0,0.32,2025-04-06
APP0003871,JOB0116038,CAND0028947,0,0.14,2025-07-03
APP0104151,JOB0113101,CAND0050869,0,0.2,2026-01-17
APP0035475,JOB0077729,CAND0056059,1,0.425,2025-11-26
APP0037594,JOB0080242,CAND0121856,1,0.14,2025-04-17
APP0048170,JOB0019204,CAND0105219,0,0.14,2025-09-17
APP0154395,JOB0108402,CAND0009590,0,0.35,2025-06-01
APP0082203,JOB0112787,CAND0153819,1,0.32,2025-10-30
APP0008056,JOB0121739,CAND0169425,1,0.44,2025-05-14
APP0024808,JOB0124374,CAND0169882,1,0.32,2025-07-08
APP0078889,JOB0055808,CAND0180124,1,0.43,2026-01-17
APP0024848,JOB0113131,CAND0120261,1,0.29,2025-04-07
APP0137244,JOB0040839,CAND0004929,0,0.44,2025-06-24
APP0026725,JOB0024897,CAND0077673,1,0.14,2025-06-13
APP0061413,JOB0089890,CAND0165118,1,0.325,2025-03-31
APP0124899,JOB0064385,CAND0193322,0,0.51,2025-06-13
APP0063596,JOB0097690,CAND0119692,0,0.14,2025-04-03
APP0063590,JOB0111466,CAND0194167,0,0.23,2026-01-30
APP0016671,JOB0109083,CAND0110006,0,0.331,2025-04-05
APP0026457,JOB0114459,CAND0129823,0,0.23,2026-01-05
APP0191208,JOB0003995,CAND0055920,0,0.35,2025-05-22
APP0126829,JOB0079513,CAND0093348,0,0.41,2025-03-04
APP0144193,JOB0017437,CAND0199319,0,0.32,2025-05-18
APP0064998,JOB0031493,CAND0159303,0,0.2,2025-10-28
APP0089930,JOB0116600,CAND0086057,1,0.41,2025-06-16
APP0053971,JOB0137231,CAND0019512,0,0.385,2025-06-08
APP0084461,JOB0101706,CAND0160252,1,0.41,2026-01-25
APP0096167,JOB0146236,CAND0147379,0,0.14,2026-01-06
APP0027540,JOB0053676,CAND0192025,0,0.17,2025-06-15
APP0158013,JOB0068392,CAND0179934,1,0.481,2025-11-18
APP0100144,JOB0000301,CAND0157566,0,0.14,2025-11-01
APP0164962,JOB0103764,CAND0066140,1,0.38,2025-12-23
APP0011899,JOB0085947,CAND0009002,0,0.23,2026-01-20
APP0169227,JOB0060235,CAND0061032,0,0.38,2025-02-22
APP0128488,JOB0066131,CAND0062881,0,0.38,2025-03-12
APP0127899,JOB0000557,CAND0025534,0,0.14,2025-05-16
APP0052595,JOB0006161,CAND0153408,0,0.41,2025-12-21
APP0189337,JOB0037882,CAND0175133,1,0.32,2025-06-05
APP0081468,JOB0065315,CAND0001991,1,0.38,2025-04-09
APP0181973,JOB0051725,CAND0006131,1,0.32,2025-09-16
APP0136234,JOB0084916,CAND0089687,0,0.496,2025-06-18
APP0193105,JOB0089760,CAND0068028,1,0.38,2025-03-14
APP0132943,JOB0047636,CAND0115060,0,0.14,2025-04-05
APP0149856,JOB0014011,CAND0088444,0,0.457,2026-01-09
APP0087672,JOB0037601,CAND0095143,1,0.41,2026-01-19
APP0154944,JOB0060698,CAND0055983,1,0.535,2025-08-20
APP0018832,JOB0073619,CAND0029621,0,0.275,2025-09-15
APP0084412,JOB0094254,CAND0171470,0,0.32,2025-06-15
APP0034940,JOB0012024,CAND0076158,0,0.2,2025-08-19
APP0004315,JOB0040873,CAND0092684,1,0.426,2025-04-17
APP0099930,JOB0121662,CAND0084575,1,0.14,2025-11-10
APP0172567,JOB0048963,CAND0108255,0,0.242,2025-06-20
APP0030006,JOB0013707,CAND0158656,1,0.451,2025-09-28
APP0096293,JOB0130052,CAND0002620,1,0.14,2025-08-06
APP0123103,JOB0053285,CAND0006208,1,0.34,2025-12-23
APP0012351,JOB0087765,CAND0144404,1,0.654,2025-10-30
APP0110529,JOB0126340,CAND0110063,0,0.29,2025-05-31
APP0178883,JOB0042679,CAND0163655,0,0.373,2025-03-06
APP0072620,JOB0038137,CAND0066750,0,0.41,2025-10-22
APP0055152,JOB0086962,CAND0047611,0,0.468,2026-01-27
APP0114660,JOB0030420,CAND0194658,0,0.517,2025-12-22
APP0099648,JOB0048854,CAND0002436,0,0.23,2025-03-02
APP0188443,JOB0098442,CAND0158827,0,0.41,2025-10-15
APP0116254,JOB0029982,CAND0196940,0,0.32,2025-05-12
APP0177686,JOB0086857,CAND0003461,0,0.41,2025-09-24
APP0141977,JOB0069089,CAND0027057,0,0.44,2025-07-24
APP0061465,JOB0089177,CAND0191777,0,0.14,2025-08-23
APP0009421,JOB0022685,CAND0095526,1,0.44,2025-12-15
APP0043737,JOB0102204,CAND0046544,0,0.41,2025-09-01
APP0133952,JOB0013358,CAND0100618,0,0.29,2025-10-31
APP0004352,JOB0041494,CAND0155223,0,0.29,2025-08-02
APP0151551,JOB0140663,CAND0058627,0,0.2,2025-03-07
APP0084289,JOB0069380,CAND0154431,0,0.35,2025-06-17
APP0162717,JOB0110581,CAND0072929,0,0.42,2026-01-17
APP0179967,JOB0099281,CAND0054287,0,0.14,2025-12-18
APP0103867,JOB0148819,CAND0031384,0,0.14,2025-07-08
APP0070176,JOB0041657,CAND0106768,0,0.23,2025-02-20
APP0092549,JOB0137547,CAND0037236,0,0.493,2025-05-12
APP0025549,JOB0096344,CAND0009735,0,0.202,2025-07-23
APP0075614,JOB0109531,CAND0001630,1,0.26,2025-08-28
APP0178734,JOB0126734,CAND0039694,0,0.14,2025-03-01
APP0068373,JOB0053678,CAND0076320,0,0.38,2025-11-02
APP0013313,JOB0008360,CAND0038643,0,0.14,2025-11-04
APP0122304,JOB0148479,CAND0051859,0,0.2,2025-08-03
APP0153144,JOB0102037,CAND0009708,1,0.231,2025-08-26
APP0023670,JOB0136740,CAND0164443,0,0.29,2025-05-25
APP0008939,JOB0119787,CAND0074896,1,0.565,2025-07-10
APP0030942,JOB0066357,CAND0154610,1,0.32,2025-11-10
APP0106631,JOB0098999,CAND0119511,0,0.41,2025-03-10
APP0064405,JOB0030381,CAND0025371,0,0.26,2025-04-29
APP0178896,JOB0013233,CAND0124201,1,0.2,2025-12-08
APP0182293,JOB0085072,CAND0085371,0,0.14,2025-09-10
APP0029770,JOB0078387,CAND0132906,0,0.38,2025-07-06
APP0181491,JOB0048498,CAND0116582,0,0.38,2025-10-21
APP0069881,JOB0114650,CAND0175719,0,0.32,2025-06-29
APP0057271,JOB0144187,CAND0049274,1,0.32,2025-02-20
APP0121932,JOB0077710,CAND0187085,0,0.14,2025-02-28
APP0075695,JOB0040554,CAND0180255,0,0.29,2026-01-02
APP0046926,JOB0053639,CAND0033503,0,0.431,2025-06-21
APP0028704,JOB0115928,CAND0151453,0,0.29,2025-11-06
APP0147675,JOB0024338,CAND0119902,0,0.29,2025-05-31
APP0150471,JOB0011393,CAND0129166,0,0.14,2026-01-15
APP0019879,JOB0079336,CAND0085774,0,0.14,2025-05-03
APP0064577,JOB0105786,CAND0126516,0,0.29,2025-12-01
APP0025018,JOB0112579,CAND0162426,1,0.58,2025-02-17
APP0111759,JOB0107945,CAND0149829,0,0.32,2026-01-26
APP0011584,JOB0050381,CAND0195083,0,0.14,2026-01-28
APP0118000,JOB0132039,CAND0062217,1,0.412,2025-04-13
APP0040128,JOB0061753,CAND0057043,1,0.403,2025-12-07
APP0156832,JOB0135247,CAND0149155,1,0.29,2025-06-24
APP0090372,JOB0093860,CAND0190448,0,0.223,2025-05-06
APP0138185,JOB0060998,CAND0027661,1,0.41,2025-05-27
APP0163328,JOB0122400,CAND0193869,0,0.17,2025-05-18
APP0134295,JOB0028247,CAND0101693,0,0.41,2026-01-13
APP0162774,JOB0042735,CAND0143794,0,0.427,2025-09-07
APP0053859,JOB0028321,CAND0047485,0,0.23,2025-12-26
APP0037680,JOB0145625,CAND0190446,1,0.23,2025-02-09
APP0092254,JOB0076536,CAND0002479,0,0.2,2025-04-29
APP0092787,JOB0034326,CAND0067803,1,0.23,2025-09-05
APP0194856,JOB0075601,CAND0157125,0,0.14,2025-11-11
APP0068588,JOB0112806,CAND0040986,0,0.38,2025-03-28
APP0033195,JOB0147787,CAND0186999,0,0.35,2025-07-24
APP0085996,JOB0144576,CAND0060039,1,0.29,2025-09-19
APP0157148,JOB0116703,CAND0079503,0,0.14,2025-04-29
APP0017820,JOB0142652,CAND0048112,0,0.14,2025-04-10
APP0009223,JOB0052696,CAND0110390,0,0.14,2025-03-21
APP0198062,JOB0111567,CAND0179033,0,0.463,2025-02-13
APP0001688,JOB0070309,CAND0085736,1,0.14,2025-08-23
APP0181874,JOB0031219,CAND0176124,0,0.26,2025-08-03
APP0037281,JOB0028698,CAND0089094,0,0.41,2025-06-06
APP0149184,JOB0018533,CAND0170937,0,0.29,2025-09-02
APP0051137,JOB0087093,CAND0114226,0,0.38,2026-01-30
APP0025583,JOB0127832,CAND0156689,0,0.32,2025-05-09
APP0096333,JOB0038992,CAND0015034,1,0.29,2026-02-03
APP0046224,JOB0137435,CAND0189886,0,0.223,2025-06-07
APP0061043,JOB0000364,CAND0001966,0,0.23,2025-11-18
APP0141526,JOB0119039,CAND0164952,0,0.36,2026-02-04
APP0111101,JOB0125471,CAND0071867,1,0.41,2025-12-24
APP0154440,JOB0076025,CAND0057688,0,0.38,2025-10-13
APP0186648,JOB0101126,CAND0101949,0,0.17,2025-03-08
APP0075802,JOB0080926,CAND0138509,0,0.41,2025-06-17
APP0195897,JOB0110096,CAND0113820,0,0.14,2025-10-13
APP0021595,JOB0122169,CAND0052781,1,0.32,2025-11-25
APP0034437,JOB0043426,CAND0146535,1,0.17,2025-05-11
APP0045128,JOB0061358,CAND0122529,0,0.373,2025-04-23
APP0057137,JOB0032035,CAND0082595,0,0.38,2026-01-14
APP0174785,JOB0010807,CAND0113484,0,0.41,2026-02-03
APP0196269,JOB0014020,CAND0092846,0,0.463,2025-02-26
APP0041935,JOB0099976,CAND0179564,0,0.25,2025-07-18
APP0120012,JOB0105161,CAND0168075,1,0.38,2025-09-15
APP0164714,JOB0076339,CAND0173183,0,0.211,2025-04-08
APP0119957,JOB0053525,CAND0183213,0,0.14,2025-09-02
APP0148443,JOB0100867,CAND0162221,0,0.6,2025-10-12
APP0101602,JOB0004637,CAND0068253,0,0.29,2025-05-27
APP0081195,JOB0125779,CAND0148607,1,0.534,2025-08-17
APP0127545,JOB0134185,CAND0192862,0,0.35,2025-04-13
APP0076445,JOB0046974,CAND0199402,0,0.14,2025-05-08
APP0198130,JOB0082784,CAND0134237,0,0.427,2025-03-30
APP0083003,JOB0002091,CAND0124434,0,0.29,2025-06-29
APP0032723,JOB0006083,CAND0011883,0,0.17,2025-07-18
APP0145028,JOB0080489,CAND0166062,0,0.44,2025-12-24
APP0172953,JOB0046361,CAND0097548,1,0.44,2025-03-23
APP0088670,JOB0074733,CAND0191914,0,0.38,2025-07-25
APP0164577,JOB0105663,CAND0152466,0,0.38,2025-10-11
APP0148408,JOB0133039,CAND0150210,0,0.38,2025-03-22
APP0060814,JOB0110769,CAND0192677,0,0.14,2025-03-12
APP0183724,JOB0099551,CAND0078876,1,0.41,2025-04-14
APP0160984,JOB0096765,CAND0034572,0,0.14,2025-09-07
APP0127055,JOB0067614,CAND0034399,1,0.331,2025-04-11
APP0144129,JOB0059423,CAND0007374,0,0.26,2025-06-28
APP0112640,JOB0132834,CAND0041254,0,0.14,2025-10-04
APP0016659,JOB0011548,CAND0034847,0,0.41,2025-03-25
APP0000302,JOB0038266,CAND0019504,1,0.51,2026-02-01
APP0189207,JOB0100985,CAND0021755,0,0.14,2025-09-12
APP0083704,JOB0127412,CAND0023576,0,0.2,2025-05-06
APP0006730,JOB0082107,CAND0129702,0,0.29,2025-07-17
APP0051616,JOB0081189,CAND0156354,0,0.2,2025-07-27
APP0104806,JOB0114646,CAND0140428,0,0.41,2025-02-21
APP0187269,JOB0028964,CAND0123910,0,0.41,2025-07-29
APP0166703,JOB0083225,CAND0043133,0,0.2,2025-08-13
APP0003787,JOB0095759,CAND0187502,1,0.35,2025-02-26
APP0165942,JOB0076312,CAND0089014,0,0.2,2026-01-10
APP0088212,JOB0127119,CAND0144918,0,0.26,2025-08-29
APP0174801,JOB0121775,CAND0049532,0,0.14,2025-10-16
APP0043139,JOB0077196,CAND0164454,0,0.14,2025-04-15
APP0104516,JOB0063480,CAND0113375,0,0.2,2025-05-04
APP0198049,JOB0147485,CAND0014526,0,0.14,2025-10-09
APP0148261,JOB0025117,CAND0127655,1,0.32,2025-05-21
APP0154336,JOB0140789,CAND0047049,0,0.392,2025-02-15
APP0053237,JOB0033432,CAND0144769,0,0.32,2025-05-08
APP0012852,JOB0061605,CAND0085204,0,0.295,2025-05-19
APP0192997,JOB0125103,CAND0086491,0,0.457,2026-02-02
APP0026078,JOB0048020,CAND0113723,0,0.32,2025-07-31
APP0197922,JOB0134299,CAND0147880,0,0.33,2025-05-20
APP0191243,JOB0066514,CAND0044465,0,0.316,2025-06-14
APP0046163,JOB0004411,CAND0074696,1,0.41,2025-03-25
APP0045747,JOB0007834,CAND0021791,0,0.263,2025-06-08
APP0129929,JOB0099620,CAND0061886,0,0.35,2025-11-21
APP0069039,JOB0065589,CAND0111793,0,0.17,2025-06-13
APP0150426,JOB0016204,CAND0091064,1,0.385,2025-05-29
APP0089773,JOB0074273,CAND0079088,0,0.48,2025-08-24
APP0138068,JOB0145473,CAND0109083,0,0.463,2025-08-25
APP0103910,JOB0022997,CAND0075602,0,0.422,2025-07-22
APP0038496,JOB0100297,CAND0012898,0,0.14,2025-11-24
APP0033604,JOB0149895,CAND0198545,1,0.32,2025-10-20
APP0102568,JOB0058916,CAND0177433,0,0.17,2025-04-10
APP0106153,JOB0002499,CAND0193806,1,0.628,2025-12-12
APP0071558,JOB0004283,CAND0195732,0,0.14,2025-05-11
APP0135710,JOB0049634,CAND0111500,0,0.14,2025-10-05
APP0043127,JOB0131089,CAND0176976,0,0.17,2025-04-03
APP0029761,JOB0059258,CAND0184661,0,0.14,2025-02-19
APP0130497,JOB0079515,CAND0150254,0,0.26,2025-07-31
APP0193072,JOB0085235,CAND0108776,0,0.23,2025-07-21
APP0052044,JOB0007527,CAND0048902,1,0.26,2025-06-20
APP0011260,JOB0130536,CAND0150840,0,0.14,2025-11-22
APP0110352,JOB0136706,CAND0040885,0,0.17,2025-03-06
APP0023487,JOB0096314,CAND0101176,0,0.14,2025-12-05
APP0057870,JOB0087641,CAND0055489,0,0.355,2025-12-14
APP0194811,JOB0133574,CAND0080443,0,0.32,2026-01-29
APP0089906,JOB0018547,CAND0101746,0,0.14,2025-08-26
APP0041009,JOB0139710,CAND0018381,1,0.14,2025-04-16
APP0170502,JOB0099614,CAND0090174,0,0.14,2025-03-20
APP0081648,JOB0056450,CAND0048708,0,0.23,2025-03-25
APP0154388,JOB0124657,CAND0108589,0,0.49,2025-06-20
APP0123008,JOB0077382,CAND0085412,1,0.29,2025-07-29
APP0192475,JOB0054515,CAND0131277,0,0.29,2025-07-27
APP0166368,JOB0140807,CAND0144801,1,0.35,2025-10-07
APP0180444,JOB0131767,CAND0176716,0,0.261,2025-11-21
APP0054958,JOB0008001,CAND0193564,0,0.32,2025-09-29
APP0186043,JOB0048215,CAND0036885,0,0.38,2025-04-19
APP0159899,JOB0013984,CAND0009281,0,0.373,2025-03-01
APP0099909,JOB0045917,CAND0100883,0,0.38,2025-03-16
APP0077732,JOB0090284,CAND0110033,0,0.2,2025-09-26
APP0072427,JOB0087038,CAND0174389,0,0.322,2025-10-06
APP0033231,JOB0092239,CAND0155704,0,0.38,2025-03-10
APP0074083,JOB0148933,CAND0133560,1,0.32,2026-01-10
APP0084164,JOB0140839,CAND0091095,1,0.14,2025-08-04
APP0103286,JOB0045628,CAND0024713,0,0.35,2025-05-02
APP0178558,JOB0117474,CAND0063193,1,0.14,2026-01-15
APP0044168,JOB0045529,CAND0159006,0,0.14,2025-05-10
APP0143137,JOB0112935,CAND0101945,1,0.38,2025-03-21
APP0189273,JOB0043347,CAND0146363,0,0.14,2025-09-28
APP0183497,JOB0050429,CAND0176545,0,0.35,2025-12-19
APP0046448,JOB0041850,CAND0165573,0,0.23,2025-02-12
APP0011502,JOB0013758,CAND0148029,1,0.713,2025-08-02
APP0077877,JOB0035767,CAND0079446,1,0.43,2025-02-08
APP0075613,JOB0029338,CAND0181135,0,0.44,2025-10-15
APP0103190,JOB0117156,CAND0017762,0,0.26,2025-05-31
APP0068222,JOB0086517,CAND0181764,0,0.46,2026-01-21
APP0059260,JOB0100979,CAND0104284,0,0.35,2025-11-01
APP0130848,JOB0026751,CAND0172160,1,0.29,2025-06-25
APP0081902,JOB0125495,CAND0016206,1,0.39,2025-08-09
APP0031588,JOB0029782,CAND0051989,0,0.32,2025-10-09
APP0099332,JOB0010684,CAND0169206,0,0.14,2025-10-12
APP0071249,JOB0002084,CAND0048734,0,0.14,2025-04-18
APP0032771,JOB0149350,CAND0061347,0,0.17,2025-06-04
APP0110498,JOB0064219,CAND0187742,0,0.302,2025-05-17
APP0124609,JOB0113681,CAND0136601,0,0.23,2025-10-01
APP0127027,JOB0005296,CAND0153394,0,0.14,2025-10-23
APP0028759,JOB0117101,CAND0130633,0,0.38,2025-11-04
APP0027990,JOB0001816,CAND0090245,0,0.478,2025-12-18
APP0019714,JOB0107498,CAND0064930,0,0.185,2025-10-03
APP0135901,JOB0017625,CAND0152346,0,0.14,2025-04-24
APP0111936,JOB0033947,CAND0034717,0,0.307,2025-06-10
APP0023457,JOB0021149,CAND0193017,1,0.41,2026-01-29
APP0012815,JOB0064828,CAND0141714,1,0.341,2025-04-10
APP0102849,JOB0101392,CAND0162858,0,0.41,2025-03-08
APP0005220,JOB0014240,CAND0009043,0,0.32,2025-02-17
APP0130377,JOB0007313,CAND0117607,1,0.35,2026-01-02
APP0185364,JOB0068424,CAND0110768,0,0.38,2025-05-02
APP0014439,JOB0079800,CAND0169896,0,0.202,2025-05-14
APP0084474,JOB0146606,CAND0071384,0,0.35,2025-03-05
APP0005744,JOB0137293,CAND0002350,1,0.41,2025-09-17
APP0058920,JOB0139713,CAND0043913,0,0.283,2025-03-10
APP0177252,JOB0023078,CAND0098014,0,0.17,2026-01-07
APP0133020,JOB0110372,CAND0188731,0,0.14,2025-11-14
APP0158617,JOB0121163,CAND0054843,1,0.38,2026-01-22
APP0092030,JOB0011505,CAND0139636,0,0.38,2025-10-06
APP0073008,JOB0067363,CAND0033251,1,0.48,2025-07-30
APP0008527,JOB0136488,CAND0095283,0,0.35,2025-11-20
APP0135317,JOB0109396,CAND0037518,0,0.29,2025-05-19
APP0090067,JOB0110677,CAND0128413,0,0.35,2025-11-07
